,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
A1BG,38.033294679193325,2.06013411974815,0.6149102681212026,3.3503004040616946,0.000807239627268902,0.002240008146036851
A1BG-AS1,237.02128843176988,0.9325798252847363,0.3045581787278473,3.06207447516321,0.0021980875562176406,0.005486331744090391
A2M,26.38580480063862,2.9441376293162542,0.6940229235741752,4.24213311882283,2.2140529462233715e-05,8.724310758309966e-05
A2M-AS1,496.51324020893713,-3.013269347089043,0.7564542875310694,-3.9834123446161063,6.793273514610831e-05,0.00024053016569276585
A2ML1,17.67181542907703,7.32422464285192,2.0029377291949895,3.656741063934941,0.0002554421830938241,0.0007909462718849289
AAAS,1441.6262181952268,0.816492977475699,0.18321155382387047,4.456558336166019,8.328594455304133e-06,3.5773187971459115e-05
AACS,1361.7811249254255,1.0842732329286056,0.1676977419688139,6.465640027104501,1.0087094570979392e-10,9.617870547326321e-10
AADAT,103.33526097477599,4.441405503954806,0.7311725830531056,6.074360016904824,1.2448316959599757e-09,1.011674783572635e-08
AAGAB,2994.8815458728313,0.5709364432731509,0.18701410084011152,3.052905854202274,0.0022663702946113464,0.005634428486698012
AAK1,8925.533875838246,-1.9402577187462942,0.23933691980313296,-8.106804918949642,5.196819696991797e-16,9.490526179819588e-15
AAMDC,322.081987173267,1.3130219449692866,0.2687945422636184,4.884853442007573,1.0350581497216619e-06,5.2850747301065195e-06
AAMP,2517.9477658418355,0.8928946651819785,0.13469078382493166,6.629218717314354,3.374682394904671e-11,3.429583619147149e-10
AAR2,2299.609142021565,0.17941788223113142,0.11631367543866852,1.5425347153244877,0.12294370867045794,0.18334405663985873
AARS1,2432.3999639537647,0.6940908038925893,0.14746446890801435,4.706834188821109,2.515933838089903e-06,1.199086602458712e-05
AARS2,1747.088437314938,-0.05890876104598589,0.16938329743543282,-0.3477837658015916,0.7280025825051772,0.7883481222945932
AARSD1,91.81790208449571,-1.4980791023828701,0.417123787322616,-3.591449703692422,0.00032884364541728266,0.000993790874670544
AASDH,1904.4831946794486,-0.3588000828853932,0.1634171521094582,-2.1956084673722978,0.028119979665189077,0.05164679966041377
AASDHPPT,3980.005733257646,0.20481784572427444,0.19108521796839603,1.0718665101460108,0.28377999429814704,0.36789778624670166
AASS,204.99903609830463,1.736845612210802,0.39114917463334686,4.440366297177736,8.980588649654213e-06,3.8374708610981716e-05
AATBC,8.43571280202418,2.819496584964251,1.4491752736909487,1.9455870081078521,0.051704368865106556,0.08750996394737205
AATF,4359.348888227164,-0.26963995608037067,0.20247680032153223,-1.331707907534017,0.18295618980243222,0.25594031279391166
ABALON,39.038643441133345,0.3082350987702082,0.49792239749287864,0.6190424458152972,0.5358883969728518,0.617249955743516
ABAT,658.0963361281687,0.30892473106829216,0.2283924208840951,1.3526050027074485,0.17618185338876635,0.24800632531932038
ABCA1,4969.643880259291,1.5517675613716764,0.7133688631090298,2.1752667401387655,0.029610133403625276,0.053977694134548435
ABCA10,89.72960399879948,-0.4217128097246338,0.4142842127677095,-1.0179311610917927,0.30871067163654586,0.39477850470369663
ABCA11P,49.58065300109604,-0.12519133832047474,0.43014352853377574,-0.29104549996884227,0.7710165210456812,0.8243796831013457
ABCA13,94.46517900354806,1.2972333064247474,0.7088582848037447,1.830031946066485,0.06724516200291007,0.10986653526475204
ABCA2,705.3855693943619,-1.1399593587687546,0.3269404020314327,-3.4867497307939224,0.0004889286635402307,0.0014271676286761192
ABCA3,119.30645091834006,-0.07372825860103391,0.38604620815772633,-0.1909829886760884,0.8485389209160964,0.887552440820893
ABCA5,1600.5909681370363,-0.49059946150414174,0.26911660142140154,-1.8229996176858922,0.06830344879608967,0.11134233104981293
ABCA6,46.63322488106671,2.151893459561811,0.5544374023436228,3.8812198644350033,0.00010393382470057428,0.0003522338575751217
ABCA7,2359.562729752303,-1.4033342482195548,0.2817254649826255,-4.9812119337742535,6.318729153305035e-07,3.350267239182481e-06
