,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ARID3A,399.4117694336074,0.5758845785001093,0.22005102064420706,2.6170502495929675,0.00886932835018152,0.01849426583863633
ARID3B,835.2181064323894,0.8635821948866751,0.23059055470113946,3.7450891950276737,0.00018032969718998154,0.0006028938859674373
ARID4A,3039.2597088021043,0.8671429485121575,0.12691709408306073,6.832357412348701,8.353041733184199e-12,1.524502541523456e-10
ARID4B,7783.043260795376,0.8944495252275066,0.13129757027336406,6.8123844437124434,9.599415856016025e-12,1.7176740839840495e-10
ARID5A,1912.1868718508345,0.8053241722038804,0.16186172969410603,4.9753834567678235,6.511860348077051e-07,3.95851903408134e-06
ARID5B,3179.57729250382,0.2968586169688773,0.13764494897859242,2.156698223739739,0.03102918548764193,0.055552024415219226
ARIH1,5193.47951955152,-0.01028623349208198,0.13722407412574722,-0.07495939438918017,0.9402470195403365,0.9572244597590309
ARIH2,4919.1083422072725,-0.10134709072534666,0.10213518334564649,-0.9922838282119417,0.32105908984514153,0.4089527070667459
ARIH2OS,228.1544406172085,-0.606843432565445,0.2500912975585759,-2.426487600686351,0.015245771281207762,0.029748647269202868
ARL1,2410.0713852362696,-0.4394698117883519,0.16565287226248657,-2.652956183530501,0.007979022780374346,0.016865019766202943
ARL10,408.96908092055315,0.4673179746926765,0.23420423302320584,1.9953438443888964,0.04600539105912507,0.07803665076291044
ARL11,291.43436307240586,-0.929463210926441,0.279683410664598,-3.3232690087617387,0.0008896907220409467,0.0024636988999930587
ARL13B,652.9192382996412,0.49930644805158053,0.1785094240923866,2.797087327967442,0.0051565593619142475,0.011543761010570084
ARL14EP,2004.1756375086543,0.00756249782066363,0.16548928706592714,0.04569780893219333,0.9635511102055481,0.9741022910357958
ARL15,396.60572197319243,0.1431444936456053,0.21078700857284002,0.6790954272503942,0.4970773996550457,0.5845334009947268
ARL16,670.635723813824,-0.28593011659520784,0.14782987073747808,-1.9341836339894627,0.0530905538741727,0.08832759764059062
ARL17A,854.7868802389783,1.0510165786328365,0.33872047959024676,3.1029023692463498,0.0019163284757411905,0.004827361998807431
ARL17B,121.24778909828566,1.0172565590990597,0.38522835371468794,2.6406585841614123,0.00827450574184696,0.017412639582316446
ARL2,284.1077314180931,-0.30618059724108976,0.20558816152644063,-1.489290993059987,0.13641075848193202,0.19866389706220117
ARL2BP,3360.1743400578252,-0.536469648091816,0.15071627098612,-3.5594673659436635,0.00037160770464477047,0.0011404686689788087
ARL3,471.3600646545391,-0.37804221007528344,0.18182614810960657,-2.079141058674333,0.03760438722702308,0.06552543721335688
ARL4A,1767.3888363144079,-0.7337155228378044,0.25287095885034094,-2.9015412690076694,0.0037133186463827656,0.008673200395094647
ARL4C,9888.351072319918,-0.8534340816125469,0.20312085973094038,-4.201607273339772,2.650266096446832e-05,0.0001109807715241542
ARL4D,50.03015686026259,-0.08221549043396266,0.3738393208413043,-0.21992199817007302,0.8259319036362848,0.8698456946434976
ARL5A,6122.963273715987,-0.9665983294023169,0.15236416531957597,-6.344000424082178,2.2387420999515328e-10,2.945251794327904e-09
ARL5B,4695.838966590332,-0.7651896809493587,0.15905441658182745,-4.81086723269767,1.5027681947294805e-06,8.439772853146321e-06
ARL5C,41.69798755668169,-0.5599107712238619,0.4121244585744718,-1.3585963161724963,0.17427454316322688,0.244753332703306
ARL6,222.49968293030466,-0.22513453571866726,0.24538073879774472,-0.9174906588908537,0.3588855855740609,0.4482378749570965
ARL6IP1,7452.099649620648,-0.9200181145470576,0.19560708529489557,-4.703398719734749,2.55866047980184e-06,1.3646477363051233e-05
