,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
A1BG,9.144509723510659,0.4783658462418656,0.7949843156815823,0.601729916937716,0.5473539324258502,0.6430836868974816
A1BG-AS1,139.55669709435736,0.5685383872468526,0.27358088902857786,2.0781363393678562,0.03769680347905187,0.07601446014330793
A2M,37.827995684863716,3.304890090599455,0.9008027850519276,3.6688275674113746,0.00024366534838385638,0.0010385534304221528
A2M-AS1,24.40862093868125,0.1666716786014259,0.5453237605775555,0.3056380276276665,0.7598802632394576,0.8222738529224123
A2ML1,27.451254457522282,5.689057006855353,1.9715034602679127,2.885643936979067,0.0039061380048710163,0.011532938269381187
AAAS,338.87405758244444,0.34926860262117576,0.22202258020231938,1.5731219874253453,0.11569057463289804,0.1880529233486786
AACS,221.92523560651125,0.7318273197157288,0.23000984760130802,3.1817216843004723,0.0014640243207901975,0.004958498715450237
AADAT,9.72868009921327,4.1988420054083555,1.9762725273610056,2.124627017416082,0.03361774763482468,0.06944953661612578
AAGAB,583.8115752750675,0.040749624885246645,0.16423892851356192,0.24811185298180857,0.8040478649515547,0.85633494813711
AAK1,1870.1689427872286,0.6302523786334002,0.35160975443104997,1.7924769455080394,0.0730565989434722,0.1303956366282383
AAMDC,37.2100707084702,1.0389578424898454,0.45871083626097564,2.264951599919798,0.023515649784433316,0.05202777543387739
AAMP,641.5096281703516,-0.049689772878952855,0.1678037777819671,-0.29611832067044636,0.7671397232099951,0.8277632149797973
AAR2,361.9801493909416,-0.2885036798606285,0.1514336800954925,-1.9051487072010742,0.05676074351036007,0.10596920904750204
AARS1,616.767883035856,0.5556218620329461,0.1986851710882143,2.796493865092002,0.005166039174884827,0.014687416994962817
AARS2,365.7175791921622,-0.010202533304064116,0.14938421591156004,-0.0682972644854549,0.9455490016707516,0.9606079325057114
AARSD1,11.218351247934088,0.4016671243386724,0.7419951833747727,0.5413338702709547,0.5882774789544241,0.6800600537185766
AASDH,347.63332608378533,0.4753442734528957,0.17069364344666266,2.784780170220155,0.005356402390526646,0.015157670287600287
AASDHPPT,620.4027840827276,0.49000200265523075,0.16524209376243534,2.9653582298448424,0.003023306552765212,0.009270822073132992
AASS,40.593041304421114,1.9666498162019779,0.8298080952426511,2.3700055801780215,0.017787816793675734,0.041413070780798186
AATBC,46.88579806355493,-2.691760570034918,0.36064438086222783,-7.463752973495558,8.409219165128146e-14,1.6580359138308507e-12
AATF,1020.0964456620228,0.005023152494159184,0.15332991937405147,0.032760419588463374,0.9738656418504716,0.9807779883631086
ABALON,7.245872283717442,-0.027665720304172737,0.8319019751556658,-0.033255985837749594,0.9734704525415703,0.9805100783179274
ABAT,259.8767880964757,-0.28376442506553073,0.19646593690475123,-1.4443441419725735,0.1486421947511987,0.22952459323766258
ABCA1,909.2140466579452,1.6668370596038635,0.4413559555145921,3.7766275469432395,0.00015896617129234958,0.0007159372330348416
ABCA10,24.813330162748564,1.783236446431569,0.6634973010669538,2.6876318013110074,0.007196069675154922,0.01948470301555235
ABCA11P,11.745209242412798,4.452650566131663,1.931350052226031,2.305460142245906,0.02114081654158978,0.047690917791146516
ABCA13,24.22007557961139,0.4013084560148912,0.6780068558418183,0.5918943924492085,0.5539213090560805,0.6488218288755615
ABCA2,596.5853616112946,-0.8162367069669569,0.3123637812531992,-2.6130965110366717,0.008972596080390294,0.02351898371762525
ABCA3,66.21353765005227,0.2852938582778907,0.4025318044858555,0.7087486133978653,0.4784804913886913,0.5793124669494164
ABCA5,310.17089481149316,1.5374156205097331,0.32231629608547296,4.769897269178211,1.8431989541102032e-06,1.2842334337448879e-05
ABCA6,24.833524403398034,0.5214978051604241,0.5748128927363003,0.9072479266738804,0.364275704525867,0.4681254228975548
ABCA7,796.8765192293336,0.08929239814191094,0.23603111318953734,0.3783077448361966,0.7052019926720046,0.7790988686323951
ABCA8,14.154931510831181,4.721247391625698,1.9552927460768983,2.414598735201373,0.015752552919570423,0.037502784761630575
ABCA9,20.037366612317115,5.214824584542603,1.984199201931852,2.6281759308568193,0.008584410585028927,0.022642203179622858
ABCB1,699.9702549757434,0.3409725016803214,0.1867879990826339,1.8254518671163515,0.06793286838017441,0.12280981278254441
ABCB10,380.03837078811165,-0.4248624319502596,0.16470886733774717,-2.579475160126316,0.009895057468973985,0.025449222851764028
ABCB4,27.989272163255002,-2.9819809110076485,0.7747027866672336,-3.849193474359517,0.0001185073788284207,0.0005532530828330514
ABCB7,500.45891919976594,0.21283589611239856,0.13594299872543222,1.5656260205225356,0.11743619467904427,0.1903401630850059
ABCB8,248.23654386480987,-0.2786850361855993,0.22871282538446686,-1.2184932599084857,0.22303658453407538,0.31702475670783004
